iops	wrnd	bw	lat	rrnd	i	cap	rdsz	s	warm	qdep	wr	str	test	wght	wrsz	
4991	100	282.45	6.41	0	0	128	88	0	0.0	32	50	1	60.0	1	28	
3781	0	191.44	13.75	50	0	128	24	0	0.0	52	25	1	60.0	1	136	
2457	100	359.92	11.39	50	0	128	168	0	0.0	28	25	1	60.0	1	96	
722	0	155.14	16.62	50	0	128	20	0	0.0	12	100	1	60.0	1	220	
2021	0	207.12	1.98	100	0	128	76	0	0.0	4	25	1	60.0	1	192	
4226	100	288.49	11.35	50	0	128	104	0	0.0	48	50	1	60.0	1	36	
1949	100	190.55	12.31	0	0	128	52	0	0.0	24	50	1	60.0	1	148	
827	0	155.03	19.34	50	0	128	84	0	0.0	16	100	1	60.0	1	192	
1003	50	203.75	0.99	50	0	128	208	0	0.0	1	0	1	60.0	1	244	
2385	0	400.58	5.03	100	0	128	204	0	0.0	12	25	1	60.0	1	76	
50869	0	49.68	0.31	100	0	128	240	0	0.0	16	100	1	60.0	1	1	
14572	100	398.47	1.37	100	0	128	28	0	0.0	20	0	1	60.0	1	116	
970	100	191.54	41.20	50	0	128	208	0	0.0	40	75	1	60.0	1	200	
1575	0	187.64	2.54	100	0	128	88	0	0.0	4	50	1	60.0	1	156	
1076	0	159.52	18.59	0	0	128	20	0	0.0	20	75	1	60.0	1	196	
11862	0	254.92	3.37	50	0	128	64	0	0.0	40	75	1	60.0	1	8	
1390	50	176.47	14.38	50	0	128	88	0	0.0	20	75	1	60.0	1	144	
2339	100	511.78	8.55	0	0	128	224	0	0.0	20	0	1	60.0	1	12	
2179	100	189.42	20.19	0	0	128	104	0	0.0	44	75	1	60.0	0	84	
2175	100	239.72	9.19	100	0	128	236	0	0.0	20	75	1	60.0	1	72	
3398	0	291.99	8.24	50	0	128	84	0	0.0	28	25	1	60.0	1	100	
3171	50	495.57	8.83	50	0	128	160	0	0.0	28	0	1	60.0	0	160	
3632	50	138.14	1.10	0	0	128	12	0	0.0	4	75	1	60.0	1	48	
6224	100	218.89	2.57	50	0	128	72	0	0.0	16	75	1	60.0	1	24	
11566	0	225.89	3.80	50	0	128	24	0	0.0	44	50	1	60.0	1	16	
822	100	160.49	4.87	50	0	128	52	0	0.0	4	100	1	60.0	1	200	
2707	0	158.60	1.48	100	0	128	208	0	0.0	4	100	1	60.0	1	60	
837	50	177.41	62.12	0	0	128	136	0	0.0	52	75	1	60.0	1	244	
1627	50	357.88	19.66	0	0	128	248	0	0.0	32	25	1	60.0	1	156	
3212	0	514.48	8.72	50	0	128	164	0	0.0	28	0	1	60.0	1	232	
2031	100	213.98	3.94	50	0	128	92	0	0.0	8	50	1	60.0	1	124	
2882	100	303.97	5.55	50	0	128	104	0	0.0	16	25	1	60.0	1	120	
1484	50	191.69	10.78	100	0	128	72	0	0.0	16	50	1	60.0	1	192	
4326	0	232.22	9.24	100	0	128	124	0	0.0	40	75	1	60.0	1	32	
4006	100	156.50	7.99	50	0	128	32	0	0.0	32	100	1	60.0	1	40	
1411	0	242.56	11.34	50	0	128	180	0	0.0	16	50	1	60.0	0	172	
1462	50	159.93	24.62	50	0	128	60	0	0.0	36	100	1	60.0	1	112	
1564	0	158.85	17.90	100	0	128	140	0	0.0	28	100	1	60.0	1	104	
2333	100	246.10	8.57	50	0	128	120	0	0.0	20	50	1	60.0	1	96	
1460	100	191.59	30.14	0	0	128	72	0	0.0	44	50	1	60.0	1	196	
2150	100	310.85	18.60	50	0	128	220	0	0.0	40	50	1	60.0	1	76	
1830	100	328.91	6.55	100	0	128	184	0	0.0	12	25	1	60.0	1	184	
3956	0	525.41	7.08	50	0	128	136	0	0.0	28	0	1	60.0	1	56	
1048	0	180.23	53.39	100	0	128	128	0	0.0	56	75	1	60.0	1	192	
1158	100	154.87	3.45	50	0	128	32	0	0.0	4	75	1	60.0	1	172	
4014	100	517.47	7.97	0	0	128	132	0	0.0	32	0	1	60.0	1	196	
1010	0	195.32	15.83	0	0	128	252	0	0.0	16	75	1	60.0	1	180	
4734	50	425.29	0.84	50	0	128	92	0	0.0	4	0	1	60.0	1	144	
1125	100	203.26	53.30	0	0	128	248	0	0.0	60	75	1	60.0	1	164	
5896	50	414.57	0.68	0	0	128	72	0	0.0	4	0	1	60.0	1	144	
776	0	160.91	66.92	0	0	128	188	0	0.0	52	100	1	60.0	1	212	
2358	100	193.14	18.65	0	0	128	52	0	0.0	44	50	1	60.0	1	116	
1263	50	147.59	0.79	0	0	128	228	0	0.0	1	75	1	60.0	1	84	
3457	100	239.28	4.63	100	0	128	52	0	0.0	16	25	1	60.0	1	128	
1401	50	168.18	8.56	100	0	128	48	0	0.0	12	75	1	60.0	0	148	
900	0	189.03	26.66	50	0	128	224	0	0.0	24	75	1	60.0	1	212	
1904	0	208.48	4.20	0	0	128	92	0	0.0	8	50	1	60.0	1	132	
23404	100	365.71	2.22	50	0	128	16	0	0.0	52	0	1	60.0	1	224	
1136	50	155.40	42.25	100	0	128	216	0	0.0	48	100	1	60.0	1	140	
73049	100	285.35	0.71	100	0	128	4	0	0.0	52	0	1	60.0	1	156	
2406	0	150.37	4.99	50	0	128	32	0	0.0	12	100	1	60.0	1	64	
1792	0	175.11	26.78	0	0	128	32	0	0.0	48	50	1	60.0	0	168	
2640	100	165.03	0.38	100	0	128	64	0	0.0	1	0	1	60.0	1	188	
1553	0	251.97	38.62	0	0	128	196	0	0.0	60	50	1	60.0	1	136	
1281	50	215.46	18.73	100	0	128	140	0	0.0	24	50	1	60.0	1	204	
1035	50	199.21	11.59	50	0	128	236	0	0.0	12	75	1	60.0	1	184	
1475	0	204.65	10.84	0	0	128	196	0	0.0	16	75	1	60.0	0	124	
851	100	164.03	4.70	50	0	128	92	0	0.0	4	75	1	60.0	1	232	
2984	50	151.55	1.34	50	0	128	248	0	0.0	4	100	1	60.0	1	52	
993	50	180.28	12.08	50	0	128	132	0	0.0	12	75	1	60.0	1	204	
1695	0	158.96	16.51	0	0	128	116	0	0.0	28	100	1	60.0	1	96	
1637	0	132.69	0.61	100	0	128	116	0	0.0	1	75	1	60.0	1	72	
7775	50	485.92	2.06	50	0	128	64	0	0.0	16	0	1	60.0	1	208	
1177	0	202.46	37.37	50	0	128	248	0	0.0	44	75	1	60.0	1	152	
847	0	175.40	56.60	100	0	128	116	0	0.0	48	75	1	60.0	1	244	
5325	0	218.42	7.51	100	0	128	40	0	0.0	40	50	1	60.0	1	44	
2788	100	424.81	20.09	100	0	128	156	0	0.0	56	0	1	60.0	1	208	
1453	0	215.73	13.76	50	0	128	248	0	0.0	20	75	1	60.0	1	120	
6016	100	493.56	8.64	100	0	128	84	0	0.0	52	0	1	60.0	1	224	
881	0	159.91	59.03	100	0	128	12	0	0.0	52	75	1	60.0	1	244	
3771	0	154.72	10.61	0	0	128	4	0	0.0	40	50	1	60.0	1	80	
3871	0	207.74	14.46	0	0	128	32	0	0.0	56	25	1	60.0	0	124	
3444	50	497.81	9.29	0	0	128	148	0	0.0	32	0	1	60.0	1	52	
2292	100	203.81	22.68	0	0	128	124	0	0.0	52	75	1	60.0	0	80	
1024	0	179.18	15.62	100	0	128	140	0	0.0	16	75	1	60.0	1	192	
5270	50	267.64	9.11	50	0	128	96	0	0.0	48	50	1	60.0	1	8	
1425	50	153.58	5.61	50	0	128	4	0	0.0	8	50	1	60.0	1	216	
2894	0	203.22	15.20	0	0	128	32	0	0.0	44	25	1	60.0	1	192	
887	100	160.14	18.02	0	0	128	16	0	0.0	16	75	1	60.0	0	240	
5897	0	138.21	4.74	50	0	128	24	0	0.0	28	100	1	60.0	1	24	
5127	0	160.23	0.78	0	0	128	72	0	0.0	4	100	1	60.0	1	32	
2813	0	292.32	9.95	0	0	128	212	0	0.0	28	50	1	60.0	1	1	
9689	100	265.11	3.30	0	0	128	88	0	0.0	32	75	1	60.0	1	8	
1137	50	159.93	14.07	50	0	128	56	0	0.0	16	100	1	60.0	1	144	
19900	100	388.68	2.61	100	0	128	20	0	0.0	52	0	1	60.0	1	252	
2427	0	201.61	4.94	0	0	128	44	0	0.0	12	25	1	60.0	1	208	
2509	100	509.78	19.13	50	0	128	208	0	0.0	48	0	1	60.0	1	92	
2409	100	527.12	6.64	100	0	128	224	0	0.0	16	0	1	60.0	1	232	
1023	50	166.09	19.55	0	0	128	52	0	0.0	20	75	1	60.0	1	204	
1874	100	248.78	23.48	0	0	128	148	0	0.0	44	50	1	60.0	1	124	
2216	100	510.74	9.02	0	0	128	236	0	0.0	20	0	1	60.0	0	96	
2073	100	287.26	17.36	50	0	128	192	0	0.0	36	50	1	60.0	1	92	
10552	100	453.44	4.17	100	0	128	44	0	0.0	44	0	1	60.0	1	224	
3642	0	120.86	0.27	100	0	128	44	0	0.0	1	25	1	60.0	1	4	
9615	50	413.14	1.25	100	0	128	44	0	0.0	12	0	1	60.0	1	188	
1385	0	267.81	11.55	0	0	128	244	0	0.0	16	50	1	60.0	1	152	
8494	100	165.89	0.94	50	0	128	20	0	0.0	8	75	1	60.0	1	20	
8918	50	139.41	1.34	50	0	128	4	0	0.0	12	25	1	60.0	1	52	
5234	100	256.84	10.70	50	0	128	152	0	0.0	56	75	1	60.0	1	16	
1002	50	176.35	23.95	0	0	128	108	0	0.0	24	75	1	60.0	0	204	
6232	50	511.25	1.92	100	0	128	84	0	0.0	12	0	1	60.0	0	188	
2144	50	238.89	11.19	50	0	128	76	0	0.0	24	25	1	60.0	1	228	
6028	100	518.03	4.64	50	0	128	88	0	0.0	28	0	1	60.0	1	1	
2070	100	214.47	5.79	50	0	128	60	0	0.0	12	25	1	60.0	1	244	
2717	50	318.43	17.66	0	0	128	196	0	0.0	48	50	1	60.0	1	44	
1864	50	429.81	15.01	100	0	128	236	0	0.0	28	0	1	60.0	0	28	
1030	0	152.98	34.94	0	0	128	156	0	0.0	36	100	1	60.0	1	152	
1739	0	190.23	0.57	50	0	128	112	0	0.0	1	0	1	60.0	1	52	
5629	50	280.07	8.52	100	0	128	180	0	0.0	48	75	1	60.0	1	8	
10231	100	159.87	5.86	0	0	128	104	0	0.0	60	100	1	60.0	0	16	
2012	0	229.50	13.91	0	0	128	72	0	0.0	28	25	1	60.0	1	252	
2384	0	203.82	6.71	100	0	128	44	0	0.0	16	25	1	60.0	1	216	
2306	0	121.59	0.43	50	0	128	76	0	0.0	1	50	1	60.0	1	32	
761	50	157.77	68.25	0	0	128	100	0	0.0	52	100	1	60.0	1	212	
1818	50	342.85	6.60	0	0	128	212	0	0.0	12	25	1	60.0	1	136	
1431	0	331.35	22.36	100	0	128	244	0	0.0	32	25	1	60.0	1	216	
2344	50	398.11	23.89	100	0	128	228	0	0.0	56	25	1	60.0	1	12	
6588	50	360.32	8.50	0	0	128	56	0	0.0	56	0	1	60.0	1	84	
1422	100	236.13	14.06	0	0	128	164	0	0.0	20	50	1	60.0	1	176	
1642	0	231.00	2.43	0	0	128	164	0	0.0	4	50	1	60.0	1	124	
2789	0	277.72	4.30	50	0	128	148	0	0.0	12	50	1	60.0	1	56	
3163	0	321.21	6.32	50	0	128	184	0	0.0	20	50	1	60.0	1	24	
2471	0	202.50	9.71	100	0	128	56	0	0.0	24	50	1	60.0	1	112	
2160	0	237.88	11.11	100	0	128	236	0	0.0	24	75	1	60.0	1	72	
5782	0	158.13	8.99	0	0	128	56	0	0.0	52	100	1	60.0	1	28	
1858	0	108.75	0.54	50	0	128	28	0	0.0	1	25	1	60.0	1	156	
3134	100	159.20	14.04	50	0	128	8	0	0.0	44	100	1	60.0	1	52	
3707	0	492.40	14.03	0	0	128	136	0	0.0	52	0	1	60.0	1	208	
1296	0	248.06	30.86	0	0	128	212	0	0.0	40	50	1	60.0	1	180	
2390	100	229.03	18.41	100	0	128	60	0	0.0	44	25	1	60.0	0	212	
5864	0	188.88	8.87	0	0	128	16	0	0.0	52	25	1	60.0	1	84	
92619	100	90.45	0.43	0	0	128	1	0	0.0	40	0	1	60.0	1	252	
4533	100	460.43	11.47	0	0	128	104	0	0.0	52	0	1	60.0	1	1	
2990	50	148.17	18.73	0	0	128	1	0	0.0	56	25	1	60.0	1	200	
2693	100	504.90	4.46	0	0	128	192	0	0.0	12	0	1	60.0	1	128	
7629	50	193.77	6.81	0	0	128	20	0	0.0	52	50	1	60.0	1	32	
1201	100	204.03	13.32	0	0	128	228	0	0.0	16	75	1	60.0	1	156	
2037	50	391.32	13.74	0	0	128	244	0	0.0	28	25	1	60.0	1	56	
797	50	149.51	1.25	0	0	128	204	0	0.0	1	75	1	60.0	1	188	
751	100	161.47	53.24	100	0	128	152	0	0.0	40	100	1	60.0	1	220	
1101	0	159.11	10.90	0	0	128	76	0	0.0	12	100	1	60.0	1	148	
2742	0	283.64	14.58	50	0	128	156	0	0.0	40	50	1	60.0	1	56	
2157	100	105.07	0.46	0	0	128	20	0	0.0	1	50	1	60.0	1	80	
915	50	181.50	4.37	100	0	128	200	0	0.0	4	75	1	60.0	1	204	
8610	100	504.55	4.64	50	0	128	60	0	0.0	40	0	1	60.0	1	160	
1941	0	151.65	8.24	50	0	128	140	0	0.0	16	100	1	60.0	1	80	
1440	0	159.98	19.44	0	0	128	12	0	0.0	28	75	1	60.0	1	148	
6808	0	159.59	5.87	100	0	128	184	0	0.0	40	100	1	60.0	1	24	
1268	0	186.97	18.93	0	0	128	160	0	0.0	24	75	1	60.0	0	148	
1107	50	207.72	32.50	50	0	128	132	0	0.0	36	50	1	60.0	1	252	
2010	0	378.99	15.92	50	0	128	232	0	0.0	32	25	1	60.0	1	76	
3407	50	425.93	1.17	0	0	128	128	0	0.0	4	0	1	60.0	1	220	
1997	100	241.99	28.03	50	0	128	124	0	0.0	56	50	1	60.0	1	124	
4071	0	141.41	5.89	0	0	128	1	0	0.0	24	25	1	60.0	1	140	
3785	50	229.03	14.79	50	0	128	40	0	0.0	56	25	1	60.0	1	128	
1557	100	158.60	12.84	100	0	128	4	0	0.0	20	50	1	60.0	1	204	
2468	100	511.13	11.34	0	0	128	212	0	0.0	28	0	1	60.0	1	164	
2832	100	270.95	21.18	100	0	128	80	0	0.0	60	25	1	60.0	1	152	
1405	100	158.88	0.71	50	0	128	172	0	0.0	1	50	1	60.0	1	60	
3886	50	204.87	9.26	0	0	128	28	0	0.0	36	25	1	60.0	1	132	
2176	0	263.50	14.71	0	0	128	152	0	0.0	32	50	1	60.0	1	96	
3929	100	341.54	1.02	100	0	128	116	0	0.0	4	25	1	60.0	1	8	
1503	0	158.61	37.25	50	0	128	96	0	0.0	56	100	1	60.0	1	108	
2642	50	226.73	9.08	0	0	128	160	0	0.0	24	75	1	60.0	1	64	
799	50	162.47	55.02	50	0	128	192	0	0.0	44	100	1	60.0	0	208	
2428	0	173.15	16.47	100	0	128	16	0	0.0	40	25	1	60.0	1	244	
3336	0	328.80	3.60	0	0	128	128	0	0.0	12	25	1	60.0	1	20	
1612	100	93.01	0.62	100	0	128	1	0	0.0	1	25	1	60.0	0	232	
3766	50	198.61	12.74	100	0	128	72	0	0.0	48	75	1	60.0	1	48	
3556	50	312.08	14.62	100	0	128	160	0	0.0	52	50	1	60.0	1	20	
4110	100	160.54	0.24	100	0	128	172	0	0.0	1	100	1	60.0	1	40	
1953	100	228.82	8.03	50	0	128	124	0	0.0	16	50	1	60.0	1	116	
2929	50	315.32	16.38	0	0	128	196	0	0.0	48	50	1	60.0	1	24	
2860	0	354.79	20.97	100	0	128	140	0	0.0	60	25	1	60.0	1	88	
679	50	143.94	1.47	100	0	128	172	0	0.0	1	75	1	60.0	1	232	
1070	50	154.68	14.94	50	0	128	12	0	0.0	16	100	1	60.0	1	148	
858	100	160.91	41.94	50	0	128	44	0	0.0	36	100	1	60.0	1	192	
2228	0	522.33	19.74	100	0	128	240	0	0.0	44	0	1	60.0	1	104	
2574	0	294.22	12.43	100	0	128	108	0	0.0	32	25	1	60.0	1	144	
900	50	167.06	1.11	50	0	128	204	0	0.0	1	25	1	60.0	1	148	
1072	0	197.63	7.46	0	0	128	252	0	0.0	8	75	1	60.0	1	168	
692	50	162.28	52.00	50	0	128	40	0	0.0	36	100	1	60.0	0	240	
16440	100	449.56	2.92	0	0	128	28	0	0.0	48	0	1	60.0	1	216	
3253	100	279.41	9.84	0	0	128	120	0	0.0	32	50	1	60.0	1	56	
5330	50	437.28	7.50	0	0	128	84	0	0.0	40	0	1	60.0	1	40	
8488	100	431.07	4.71	100	0	128	52	0	0.0	40	0	1	60.0	1	152	
1913	0	356.74	8.36	50	0	128	208	0	0.0	16	25	1	60.0	1	140	
1133	0	198.18	24.69	50	0	128	236	0	0.0	28	75	1	60.0	1	160	
3991	100	514.53	2.00	50	0	128	132	0	0.0	8	0	1	60.0	1	100	
8603	0	201.54	4.18	0	0	128	20	0	0.0	36	25	1	60.0	1	36	
8495	50	365.01	1.41	50	0	128	44	0	0.0	12	0	1	60.0	1	148	
6122	50	257.82	9.14	50	0	128	124	0	0.0	56	75	1	60.0	0	16	
1451	0	158.71	11.03	100	0	128	152	0	0.0	16	100	1	60.0	0	112	
1104	0	187.71	47.10	0	0	128	168	0	0.0	52	75	1	60.0	1	176	
2367	100	309.82	15.20	100	0	128	128	0	0.0	36	25	1	60.0	1	152	
1414	0	321.76	5.66	0	0	128	236	0	0.0	8	25	1	60.0	1	224	
2260	100	512.20	21.23	50	0	128	232	0	0.0	48	0	1	60.0	1	200	
2648	50	359.69	19.63	100	0	128	156	0	0.0	52	25	1	60.0	1	88	
1629	0	327.83	22.10	100	0	128	208	0	0.0	36	25	1	60.0	0	200	
2722	50	276.71	17.63	100	0	128	136	0	0.0	48	50	1	60.0	1	72	
1430	50	274.11	22.37	50	0	128	248	0	0.0	32	50	1	60.0	1	144	
12861	100	229.21	1.86	0	0	128	24	0	0.0	24	25	1	60.0	1	1	
932	0	172.12	42.90	100	0	128	96	0	0.0	40	75	1	60.0	1	220	
4433	50	251.46	6.31	50	0	128	172	0	0.0	28	75	1	60.0	1	20	
1295	100	248.05	24.70	0	0	128	212	0	0.0	32	50	1	60.0	1	180	
3551	50	513.32	10.14	0	0	128	148	0	0.0	36	0	1	60.0	1	72	
1313	50	159.03	0.76	100	0	128	92	0	0.0	1	100	1	60.0	1	124	
2021	50	321.71	13.85	0	0	128	164	0	0.0	28	25	1	60.0	1	160	
962	100	165.60	24.95	100	0	128	44	0	0.0	24	75	1	60.0	1	220	
8955	50	291.07	0.89	50	0	128	44	0	0.0	8	25	1	60.0	1	1	
1089	0	153.18	33.05	50	0	128	44	0	0.0	36	100	1	60.0	1	144	
7129	50	501.31	3.93	100	0	128	72	0	0.0	28	0	1	60.0	1	188	
2927	50	206.00	19.13	100	0	128	52	0	0.0	56	50	1	60.0	1	92	
1177	50	168.87	30.55	50	0	128	60	0	0.0	36	75	1	60.0	1	176	
779	50	161.24	10.27	100	0	128	100	0	0.0	8	100	1	60.0	1	212	
2128	0	168.28	7.52	50	0	128	36	0	0.0	16	75	1	60.0	1	96	
2679	50	350.41	10.45	50	0	128	156	0	0.0	28	25	1	60.0	1	68	
2539	0	446.39	11.03	100	0	128	180	0	0.0	28	0	1	60.0	1	108	
3396	100	321.81	15.31	50	0	128	104	0	0.0	52	25	1	60.0	1	76	
940	50	161.74	63.79	0	0	128	196	0	0.0	60	100	1	60.0	1	176	
8089	100	157.99	3.96	100	0	128	88	0	0.0	32	100	1	60.0	0	20	
966	0	154.76	12.41	100	0	128	48	0	0.0	12	100	1	60.0	1	164	
42776	100	167.10	0.93	0	0	128	4	0	0.0	40	50	1	60.0	1	4	
1372	50	278.71	17.49	0	0	128	208	0	0.0	24	0	1	60.0	1	212	
3936	50	292.15	3.05	50	0	128	76	0	0.0	12	0	1	60.0	1	136	
1169	100	159.90	17.10	100	0	128	108	0	0.0	20	100	1	60.0	1	140	
1436	0	244.21	36.19	50	0	128	180	0	0.0	52	50	1	60.0	1	168	
2486	0	276.80	1.61	100	0	128	120	0	0.0	4	25	1	60.0	1	96	
10826	50	422.93	4.06	50	0	128	40	0	0.0	44	0	1	60.0	1	16	
8119	100	158.58	5.91	0	0	128	228	0	0.0	48	100	1	60.0	1	20	
1006	0	189.66	27.83	100	0	128	196	0	0.0	28	75	1	60.0	1	192	
4028	100	188.86	12.91	100	0	128	48	0	0.0	52	75	1	60.0	1	48	
1027	100	173.21	0.97	100	0	128	204	0	0.0	1	25	1	60.0	1	80	
1201	50	158.62	49.94	0	0	128	24	0	0.0	60	75	1	60.0	1	172	
2460	0	336.10	11.37	50	0	128	184	0	0.0	28	25	1	60.0	1	8	
3673	100	157.85	3.27	100	0	128	160	0	0.0	12	100	1	60.0	1	44	
2215	100	121.17	0.45	100	0	128	68	0	0.0	1	75	1	60.0	1	52	
848	100	162.36	33.01	100	0	128	208	0	0.0	28	100	1	60.0	1	196	
2349	0	222.57	17.03	50	0	128	56	0	0.0	40	25	1	60.0	1	220	
2984	100	87.39	0.33	0	0	128	12	0	0.0	1	50	1	60.0	1	48	
58313	50	455.57	0.96	0	0	128	8	0	0.0	56	0	1	60.0	1	140	
2838	100	454.58	9.86	0	0	128	164	0	0.0	28	0	1	60.0	1	184	
903	100	162.35	48.71	50	0	128	124	0	0.0	44	100	1	60.0	1	184	
3539	0	525.51	15.82	100	0	128	152	0	0.0	56	0	1	60.0	1	196	
1987	50	211.13	22.14	50	0	128	184	0	0.0	44	75	1	60.0	1	84	
1511	100	156.61	37.05	50	0	128	4	0	0.0	56	75	1	60.0	1	140	
5151	100	503.04	3.88	0	0	128	100	0	0.0	20	0	1	60.0	1	160	
2581	50	194.17	10.84	0	0	128	92	0	0.0	28	75	1	60.0	0	72	
3039	0	231.61	2.63	50	0	128	100	0	0.0	8	50	1	60.0	1	56	
4469	50	235.62	3.58	0	0	128	44	0	0.0	16	25	1	60.0	1	84	
1562	0	158.71	17.92	50	0	128	132	0	0.0	28	100	1	60.0	1	104	
2462	100	356.18	11.37	100	0	128	252	0	0.0	28	50	1	60.0	1	44	
3098	100	286.95	1.29	0	0	128	120	0	0.0	4	25	1	60.0	1	20	
1777	100	159.66	20.26	100	0	128	20	0	0.0	36	100	1	60.0	1	92	
2541	100	506.36	11.02	0	0	128	204	0	0.0	28	0	1	60.0	1	20	
2307	100	522.80	3.47	50	0	128	232	0	0.0	8	0	1	60.0	0	128	
926	0	161.18	51.81	100	0	128	16	0	0.0	48	75	1	60.0	1	232	
3057	50	453.72	1.31	100	0	128	152	0	0.0	4	0	1	60.0	1	200	
6526	50	509.90	6.74	0	0	128	80	0	0.0	44	0	1	60.0	1	232	
1506	0	124.61	0.66	100	0	128	52	0	0.0	1	25	1	60.0	1	184	
2693	0	218.23	2.97	50	0	128	56	0	0.0	8	25	1	60.0	1	164	
1768	50	302.41	15.83	50	0	128	164	0	0.0	28	25	1	60.0	0	208	
1333	50	179.86	30.00	50	0	128	52	0	0.0	40	50	1	60.0	0	224	
2166	0	516.17	11.08	50	0	128	244	0	0.0	24	0	1	60.0	1	120	
2999	0	331.00	10.67	0	0	128	120	0	0.0	32	25	1	60.0	0	92	
16921	0	396.60	2.60	50	0	128	24	0	0.0	44	0	1	60.0	1	132	
10879	100	255.10	3.31	100	0	128	32	0	0.0	36	50	1	60.0	1	16	
5455	0	341.01	5.86	100	0	128	72	0	0.0	32	25	1	60.0	1	40	
1751	0	157.38	13.70	0	0	128	48	0	0.0	24	100	1	60.0	1	92	
2890	100	158.06	4.15	0	0	128	36	0	0.0	12	100	1	60.0	1	56	
1458	50	176.75	41.13	0	0	128	48	0	0.0	60	50	1	60.0	0	200	
1212	0	215.88	36.28	50	0	128	152	0	0.0	44	50	1	60.0	1	212	
895	50	160.89	8.93	100	0	128	248	0	0.0	8	100	1	60.0	1	184	
6119	0	501.97	4.58	0	0	128	84	0	0.0	28	0	1	60.0	1	76	
739	50	161.65	16.23	100	0	128	104	0	0.0	12	100	1	60.0	1	224	
3333	100	165.42	9.60	100	0	128	8	0	0.0	32	25	1	60.0	1	180	
5454	50	511.35	2.93	100	0	128	96	0	0.0	16	0	1	60.0	1	24	
1122	100	158.00	39.19	0	0	128	12	0	0.0	44	75	1	60.0	1	188	
924	50	162.44	38.96	0	0	128	108	0	0.0	36	100	1	60.0	1	180	
930	0	165.07	21.49	50	0	128	44	0	0.0	20	75	1	60.0	1	228	
2334	100	195.60	3.42	50	0	128	44	0	0.0	8	25	1	60.0	1	212	
2710	100	288.50	5.90	50	0	128	100	0	0.0	16	25	1	60.0	1	136	
1098	0	207.95	10.93	100	0	128	144	0	0.0	12	50	1	60.0	0	244	
8181	100	159.81	6.84	50	0	128	36	0	0.0	56	100	1	60.0	1	20	
824	100	164.69	72.73	50	0	128	60	0	0.0	60	75	1	60.0	1	252	
8086	50	505.37	0.99	50	0	128	64	0	0.0	8	0	1	60.0	1	16	
3819	100	134.26	0.26	100	0	128	36	0	0.0	1	0	1	60.0	1	8	
7283	50	512.13	6.04	0	0	128	72	0	0.0	44	0	1	60.0	0	136	
2383	0	158.29	21.82	100	0	128	116	0	0.0	52	100	1	60.0	1	68	
2354	100	505.91	23.78	100	0	128	220	0	0.0	56	0	1	60.0	1	240	
1321	100	160.04	9.08	0	0	128	128	0	0.0	12	100	1	60.0	1	124	
2710	50	163.86	8.85	0	0	128	12	0	0.0	24	25	1	60.0	1	212	
1628	100	222.95	31.92	100	0	128	120	0	0.0	52	50	1	60.0	0	160	
4931	50	192.84	9.73	0	0	128	52	0	0.0	48	75	1	60.0	0	36	
2922	100	176.97	15.06	0	0	128	24	0	0.0	44	50	1	60.0	0	100	
1286	0	162.37	46.62	100	0	128	24	0	0.0	60	75	1	60.0	1	164	
988	50	239.48	36.41	100	0	128	244	0	0.0	36	50	1	60.0	1	252	
3063	0	514.52	3.92	0	0	128	172	0	0.0	12	0	1	60.0	1	16	
2881	50	529.06	6.94	100	0	128	188	0	0.0	20	0	1	60.0	1	244	
2452	50	199.14	22.83	0	0	128	36	0	0.0	56	25	1	60.0	1	224	
73145	0	285.73	0.82	100	0	128	4	0	0.0	60	0	1	60.0	1	28	
2552	50	239.39	20.37	100	0	128	64	0	0.0	52	25	1	60.0	1	192	
2910	0	159.12	0.34	50	0	128	56	0	0.0	1	0	1	60.0	1	76	
1441	100	306.61	2.77	50	0	128	232	0	0.0	4	25	1	60.0	1	176	
12619	100	259.31	4.75	50	0	128	72	0	0.0	60	75	1	60.0	1	4	
1801	0	161.93	15.54	0	0	128	44	0	0.0	28	75	1	60.0	1	108	
778	100	161.05	25.70	50	0	128	84	0	0.0	20	100	1	60.0	1	212	
1365	0	250.80	41.01	50	0	128	204	0	0.0	56	50	1	60.0	1	172	
1814	100	230.42	22.05	100	0	128	120	0	0.0	40	50	1	60.0	1	140	
882	0	168.01	27.19	50	0	128	72	0	0.0	24	75	1	60.0	1	236	
870	50	182.70	50.56	100	0	128	176	0	0.0	44	75	1	60.0	1	228	
1494	0	195.55	37.46	100	0	128	76	0	0.0	56	50	1	60.0	1	192	
22990	50	359.23	0.35	50	0	128	16	0	0.0	8	0	1	60.0	1	80	
711	0	161.24	39.34	100	0	128	164	0	0.0	28	100	1	60.0	1	232	
3922	100	521.01	12.24	50	0	128	136	0	0.0	48	0	1	60.0	1	56	
15256	50	476.78	2.36	50	0	128	32	0	0.0	36	0	1	60.0	1	176	
7591	50	504.14	4.21	0	0	128	68	0	0.0	32	0	1	60.0	1	244	
1736	0	273.20	6.91	0	0	128	136	0	0.0	12	25	1	60.0	1	236	
4195	50	524.43	12.39	50	0	128	128	0	0.0	52	0	1	60.0	1	108	
12988	0	456.60	1.23	100	0	128	36	0	0.0	16	0	1	60.0	0	196	
15661	100	428.26	3.83	100	0	128	28	0	0.0	60	0	1	60.0	1	176	
2646	100	336.07	15.11	50	0	128	220	0	0.0	40	50	1	60.0	1	40	
