17272.539368	100	480.000000	0.057895	100	0	128	335.394133	0	0	1	0.831200	1	60	0	3095.552000
16750.016610	100	480.000000	0.059701	100	0	128	321.126400	0	0	1	0.855200	1	60	0	3074.781867
14667.789241	100	480.000000	0.068177	100	0	128	216.968533	0	0	1	0.908300	1	60	0	3664.469333
14978.969527	100	480.000000	0.066760	100	0	128	231.492267	0	0	1	0.901400	1	60	0	3471.445333
18800.667800	100	480.000000	0.053190	100	0	128	383.146667	0	0	1	0.814367	1	60	0	2431.880533
21261.546792	100	480.000000	0.047033	100	0	128	524.253867	0	0	1	0.761167	1	60	0	1911.415467
19440.212598	100	480.000000	0.051440	100	0	128	498.705067	0	0	1	0.777433	1	60	0	2157.653333
18598.653457	100	480.000000	0.053767	100	0	128	434.312533	0	0	1	0.797867	1	60	0	2275.174400
16856.139034	100	480.000000	0.059326	100	0	128	848.315733	0	0	1	0.683233	1	60	0	1954.730667
16056.656447	100	480.000000	0.062279	100	0	128	867.566933	0	0	1	0.691500	1	60	0	2082.679467
